website,company_name,description,software_classification,enterprise_grade_classification,industry,customers_names_list,employee_headcount,investors,geography,parent_company,address_street,address_zip,address_city,address_country_region,finance,email,phone
https://www.ccaslgsettlements.com/,"SLG Life Settlements, LLC","SLG Life Settlements is a full-service, vertically integrated life settlement provider with over 20 years of experience, offering services such as policy purchasing, insured tracking, portfolio servicing, and third-party origination for policy owners and investors.",Service-based,Not found,Finance,Not found,Not found,Not found,United States,Not found,"514 Beaver Street, Second Floor",15143,Sewickley,PA,Not found,Not found,(412) 741 4800
https://www.ccb.com/en/institutionalbusiness/20090610_1244621766.html,China Construction Bank,"China Construction Bank (CCB) offers insurance products as an intermediary service, partnering with around 30 insurance companies.  They act as agents, selling various insurance types (life, health, property, etc.) to both corporate and individual clients. CCB facilitates the application process, premium payments, and policy management.",Service-based,Enterprise,"Finance, Insurance",Not found,Not found,Not found,China,Not found,"No.25, Finance Street",100033,Beijing,China,Not found,Not found,Not found
https://www.ccpbvi.com/,CCP Financial Consultants Limited,"CCP Financial Consultants Limited is a premier multi-disciplinary financial services firm based in the British Virgin Islands offering solutions in company management, ship registration, liquidations, accountancy, economic substance compliance, and bank account services.",Service-based,Not found,Financial Services,Not found,500,Not found,British Virgin Islands,CCP Group,"Ellen L. Skelton Building, Fishers Lane, Road Town, Tortola",VG 1110,Road Town,British Virgin Islands,Not found,mail@ccpbvi.com,+1 (284) 494-6777
https://chb.cw/calculator/index.html,Centrale Hypotheekbank N.V.,A specialized mortgage bank providing home financing and advice for over three decades.,Service-based,Not found,Finance,Not found,Not found,Not found,Curaçao,Not found,Schouwburgweg 26,Not found,Willemstad,Curaçao,Not found,"431-3100chbhome@chb.cwContact, vacancy@chb.cwTelephone, chbhome@chb.cw, insurances@chb.cwHR, chbhome@chb.cwMortgage, mortgages@chb.cwInsurance","0100000001000, +5999 431-3100, +5999 431 3100, +5999 465-6102"
https://www.centris-capital.com/?lang=en,Centris Capital AG,"Centris Capital AG, founded in 2008, is a family investment specialist advising private and institutional clients in asset management and unwinding illiquid assets.  They specialize in stressed debt and distressed opportunities, offering investors access to a unique market segment through their Liquid Stressed Debt Fund.",Service-based,Not found,"Finance, Asset Management",Not found,Not found,Not found,Austria,Not found,"Seilergasse 6, Top 5",1010,Vienna,Austria,Not found,office@centris-capital.com,+43 1 512 84 90
https://www.centry.global/,Centry Global Group,"Centry Global Group provides Supply Chain Due Diligence (SCDD) services, Industrial Security Management (ISM), Incident Response, Engineering, Procurement and Construction (EPC), and Corporate Risk Management.",Service-based,Enterprise,Security and Risk Management,Not found,Not found,Not found,Global,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.centry.global/,CENTRY GLOBAL GROUP,"Centry Global provides Supply Chain Due Diligence (SCDD) services, Industrial Security Management (ISM), Incident Response, Engineering, Procurement and Construction (EPC), and Corporate Risk Management.",Service-based,Enterprise,Security and Risk Management,Not found,Not found,Not found,global,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.centup.com/,CENTUP S.A.,"CENTUP S.A. is a financial services company offering alternative money market products, focusing on cash management solutions for institutional investors and financing for real estate investors. They provide consulting, support, and a trading desk platform for efficient transaction processing.","Product-based (Trading Desk software), Service-based",Startup,Finance,Not found,Not found,Not found,"Germany, Luxembourg",Not found,"31, Rue de Hollerich",L-1741,Luxembourg,Luxembourg,Not found,info@centup.com,+352 462 149
https://www.isfin.net/node/1655,CGE - Centre Général d’Expertises Comptables Sàrl,"Provides accounting, tax, and corporate services, including company incorporation, domiciliation, accounting supervision, tax declarations, and personnel management.",Service-based,SMB,"Accounting, Tax, Corporate Services",Not found,Not found,Not found,Luxembourg,Not found,"45, Route d’Arlon",L-8009,Strassen,Luxembourg,Not found,info@cge.lu,+352 26 25 76 1
https://www.chesterjones.lu/,Chester & Jones Sàrl,"Chester & Jones Sàrl is an accounting and tax firm in Luxembourg offering services such as accounting, tax consulting, business domiciliation, business creation, and payroll management. They have 15 years of experience and prioritize close client relationships, offering personalized solutions.",Service-based,SMB,Accounting and Tax Services,Not found,5,Not found,Luxembourg,Not found,14 Rue Bernard Haal,1711,Luxembourg,Luxembourg,Not found,Not found,+352.26.38.32.28
Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/,Failed to scrape https://chestnutbvi.com/
https://uk.cntaiping.com/,China Taiping Insurance (UK) Co Ltd,"Provides insurance products for students, restaurants, shops, takeaways, and offices.  Covers areas such as Schengen Medical Insurance, personal accident, business assets, legal liabilities, loss of earnings due to business interruption, and more.",Service-based,Enterprise,Insurance,Failed to scrape https://uk.cntaiping.com/,Failed to scrape https://uk.cntaiping.com/,Failed to scrape https://uk.cntaiping.com/,UK,China Taiping Group,2 Finch Lane,EC3V 3NA,London,England and Wales,Not Found,Not Found,Not Found
https://www.chsalliance.org/,CHS Alliance,A global network of member organizations raising the standard of aid by putting people at the center of humanitarian and development action.  They use the Core Humanitarian Standard on Quality & Accountability to improve aid and offer a verification scheme to help organizations understand and improve their application of this standard.,Service-based,Not found,"Humanitarian Aid, International Development",Not found,Not found,Not found,Global,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://cigpannonia.hu/,CIG Pannónia Életbiztosító Nyrt.,"CIG Pannónia provides a wide range of insurance products, including life insurance, pension bonds, investment life insurance, travel insurance, and health insurance. They also offer various non-life insurance products for both individuals and corporations.",Service-based,Enterprise,Insurance,Not found,Not found,Not found,Hungary,Not found,Not found,Not found,Not found,Not found,Not found,ugyfelszolgalat@cig.eu,Not found
https://www.ciliaformosa.com/,CiliaFormosa Financial Advisors,"CiliaFormosa Financial Advisors provides personalized financial advice and wealth management solutions, tailoring their services to individual client needs and goals. They offer a range of services including wealth management, investment advisory, stockbroking, and execution-only services, with a focus on long-term relationships and open communication.",Service-based,SMB,Finance,Not found,Not found,Not found,Malta,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found,Failed to scrape No official website found
https://www.circumferencefs.com/luxembourg,Circumference FS (Luxembourg) S.A.,"Circumference FS provides full-service financial services with local expertise and knowledge of applicable laws in Luxembourg and other jurisdictions, helping business entities maximize benefits in international financial services.",Service-based,Enterprise,Finance,Not found,Not found,Not found,"Luxembourg, Cayman Islands, United Kingdom",Not found,"Central Court, 25 Southampton Buildings",WC2A 1AL,London,United Kingdom,Not found,enquiries@circumferencefs.com,Not found
https://www.citadelplc.com/,Citadel Insurance p.l.c.,"Citadel Insurance provides a wide range of insurance products for personal and business needs, including motor, home, life, health, travel, marine, weddings, and various business insurance solutions. They offer online services for managing insurance and making claims.",Service-based,Enterprise,Insurance,Not found,Not found,Not found,Malta,Not found,"26, Casa Borgo, Market Street",FRN 1082,Floriana,Malta,Not found,info@citadelplc.com,+356 2557 9000
https://www.citco.com/,Citco,"Citco provides bespoke solutions and acts as a true partner to its clients, offering a range of services including fund administration, banking, direct lending, loan servicing, middle office solutions, tax and regulatory support, corporate secretarial services, and more.  They focus on helping clients navigate complexity and achieve growth.",Service-based,Enterprise,Financial Services,Not found,Not found,Not found,Not found,The Citco Group Limited,Not found,Not found,Not found,Not found,"In 2021, Citco hit $1.8Tr in Assets under Administration (AuA). In 2020, they hit $1.4Tr in AuA.  In 2019, they surpassed $1 trillion in Assets under Administration (AuA) for the first time, hitting $1.1Tr AuA.  In 2018, Citco hit $972B in Assets under Administration (AuA).  The sum total of transactions funded or arranged by Citco in direct",Not found,Not found
https://www.citibank.co.uk/,Citibank UK Limited,"Citibank UK Limited provides retail banking services and other financial products.  It is authorized by the Prudential Regulation Authority and regulated by the Financial Conduct Authority and the Prudential Regulation Authority.  In 2022, Citi announced plans to wind down its retail banking operations in the UK.",Service-based,Enterprise,Finance,Not found,Not found,Not found,"United Kingdom, Jersey, USA",Citigroup Inc.,"Citigroup Centre, Canada Square",E14 5LB,London,England and Wales,Not found,Not found,Not found
https://www.citizen-lane.com/,Citizen Lane GmbH (Switzerland) | Citizen Lane Ltd. (Malta) | Citizen Lane Consulting Pvt. Ltd. (India),"Citizen Lane provides comprehensive support for citizenship and residence by investment programs, assisting clients with selecting and executing the appropriate program for their individual needs.  They offer services related to citizenship, residence permits, real estate investment, and business ventures.",Service-based,Not found,"Financial Services, Immigration Services, Real Estate","Armin K., Fatma A., Edward Klorman",Not found,Not found,"Switzerland, Malta, India, Austria, Cyprus, Montenegro, St. Kitts & Nevis, Turkey, Vanuatu, Armenia, Germany, Greece, Portugal, Slovakia, Slovenia, Spain, USA",Not found,"Fabrikweg 2, 8602 Zurich-Brüttisellen, Switzerland",8602,Zurich-Brüttisellen,Switzerland,Not found,info@citizen-lane.com,+41 55 511 54 00
https://www.clearhaus.com/,Clearhaus A/S,"Clearhaus is a pan-European Payment Institution authorized by the Danish Financial Supervisory Authority. They provide merchant acquiring services for online stores, enabling businesses to accept payments in various currencies and offering features like automated chargeback management and support for Apple Pay and MobilePay Online.",Service-based,Enterprise,"Financial Technology (FinTech), Payment Processing","Flexbuy, YarnLiving, Hungry, Coolpriser, Dinero, DBU, Anima, Hshop",Not found,Not found,"Europe, Denmark",Not found,Not found,Not found,Not found,Denmark,Not found,hello@clearhaus.com,-2.678E+31
https://www.clearsky.solutions/,ClearSky.Solutions,"ClearSky.Solutions designs, delivers, manages, and supports digital transformation in areas like VoIP, contact centers, unified communications, omni-channel routing, customer experience, digital integration, SD-WAN, and Microsoft Teams. They work with various vendors and offer consulting, delivery, and support services for cloud-based business communications.",Service-based,Not found,"IT Services, Telecommunications",Not found,Not found,Not found,UK,Not found,Not found,Not found,Not found,Not found,Not found,Not found,+44 (0) 1494 508 757
https://www.clientis.ch/de/,Clientis AG,Clientis AG provides comprehensive and modular outsourcing solutions for all facets of banking business.  They are a group of 14 regional banks that offer banking services.,"Service-based, Product-based (software like HypoDossier)",Enterprise,"Finance, Banking",DC Bank,Not found,Not found,Switzerland,Not found,Gurtengasse 6,3001,Bern,Switzerland,Not found,Not found,Not found
https://ccpsmalta.com/people/clive-caruana/,CCPS Malta,"CCPS Malta is a full-service certified public accounting firm specializing in tax, audit, and financial services, offering one-stop-shop business solutions for corporate and private clients.",Service-based,SMB,Financial Services,Not found,Not found,Not found ,Malta,Not found,"Centris Business Gateway II, Level 3, Suite C, Triq is-Salib tal-Imriehel",CBD3020,Birkirkara,Malta,Not found ,Not found,Not found
https://codur.lu/,CODUR,Codur is a real estate development company focused on sustainable and high-quality housing.  They prioritize environmentally friendly practices and aim to provide residents with healthy and respectful living spaces.,Not found,Not found,Real Estate Development,Not found,Not found,Not found,"Luxembourg (based on mentioned locations: Lorentzweiler, Kirchberg, Kehlen, Cessange)",Not found,Not found,Not found,Not found,Luxembourg,Not found,Not found,Not found
https://www.coetzeeandpartners.com/,Coetzee and Partners Ltd,"Coetzee & Partners provides comprehensive, professional corporate and fiduciary services to individuals and corporations globally, aiming to maximize legally available opportunities through multi-jurisdictional activities.  They offer a range of services including wealth management, tax planning, consulting, relocation services, and property acquisition, acting as a one-stop shop for clients' business needs.",Service-based,Not found,"Financial Services, Corporate Services, Trust Services, Consulting",Not found,Not found,Not found,"Mauritius, global presence",Not found,"6th Floor Ebene Heights Building, 34, Cybercity Ebene",72201,Ebene,Mauritius,Not found,info@CoetzeeandPartners.com,2304653727
Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/,Failed to scrape https://www.cofimo.mc/
https://www.dnb.nl/en/public-register/information-detail/?registerCode=WWFTAC&relationNumber=R179378,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,info@dnb.nl,3.18E+11
https://www.zefix.admin.ch/de/search/entity/list/firm/983381,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.colin-cie.com/en/,Colin&Cie,"Colin&Cie is a wealth management company that provides individual and results-oriented investment strategies, free of targets and conflicts of interests. They offer a global selection of the best investments and focus on the client's needs, selecting from over 500 implementation options to create a personalized strategy.",Service-based,Enterprise,"Finance, Wealth Management",Not found,Not found,Not found,Luxembourg (implied from the company name),Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://columbusvp.com/,"COLUMBUS VENTURE PARTNERS, S.G.E.I.C., S.A.U","A Spanish Venture Capital Management Company focused on the biotech and healthcare sector.  They enhance the value of promising projects from Spanish research institutions by validating technology, incubating, and accelerating them before significant investment.",Service-based,Enterprise,"Venture Capital, Biotech, Healthcare",Not found,Not found,Not found,Spain,Not found,Not found,Not found,Madrid,Spain,$1.2b+ Capital Invested,Not found,Not found
https://www.columnacapital.com/,Columna Capital LLP,"Columna Capital partners with entrepreneurs to build industry-leading companies, focusing on specific continental European markets.  Their investment strategy targets market winners with low asset intensity and sustainable growth, concentrating on Agri-Food, Animal Health, Insurance & Business Services, and Healthcare sectors.",Service-based,Enterprise,"Investment Management, Private Equity","Santévet, Zumex, Physidia, Over, MSA Mizar, MiVet, Carter, Datamars, Bianalisi, Ardentis",Not found,Not found,"Continental Europe, England",Not found,40 Queen Anne Street,W1G 9EL,London,England,Not found,Not found,Not found
https://commerzreal.com/en/,Commerz Real,"Commerz Real is a leading asset manager for real estate and renewables in Europe, investing in ideas and concepts that create real, tangible value on personal, social, and environmental levels.  They manage assets for both retail and institutional investors, encompassing real estate (including micro-living and hospitality), renewables (wind and solar parks), and equipment leasing.",Not found,Enterprise,"Finance, Real Estate, Renewable Energy",Not found,800,Not found,Europe,Not found,Not found,Not found,Not found,Not found,35.5 Billion Euro assets under management,Not found,+49 611 7105 0
https://www.caa.lu/,Commissariat aux Assurances,The Luxembourgish official supervisory body for the insurance sector.,Service-based,Enterprise,Insurance,Not found,Not found,Not found,Luxembourg,Not found,"11, rue Robert Stumper",L-2557,Luxembourg,Luxembourg,Not found,caa@caa.lu,35222691111
https://www.ciefin.lu/,Compagnie Financière Indépendante,"An asset management company dedicated to individuals and wealth structures, offering personalized financial solutions tailored to client risk profiles.",Service-based,Not found,Finance,Not found,Not found,Not found,"Luxembourg, Belgium",Not found,"6, rue d’Arlon",L-8399,Windhof,Luxembourg,Not found,info@ciefin.lu,+352 26 31 53 13
https://www.immobelgroup.com/en/international-presence/immobel-belgium,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://www.companyweb.be/en,Companyweb,Companyweb provides business intelligence by analyzing the financial reliability of Belgian companies. It collects financial and legal data from public and private sources to offer insights and tools for assessing business partners and avoiding unpaid invoices.,SaaS,Enterprise,"Financial Technology, Business Intelligence","Van Pelt Bouwmaterialen, Containers Maes, Ethias, Heite Petroleum, Eltherm",Not found,Not found,Belgium,Not found,Leuvensesteenweg 248D,1800,Vilvoorde,Belgium,Not found,Not found,Not found
Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550,Failed to scrape https://www.editus.lu/en/comptassist-luxembourg-1567550
Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318,Failed to scrape https://www.editus.lu/en/comptaxiome-sarl-strassen-1901318
https://tpl.ge/en,Compulsory Insurance Center,"Provides compulsory insurance for various vehicle categories (Motorcycle, Passenger Car, Bus, Truck, Trailer, Special Vehicle) with varying durations (15 days, 30 days, 90 days, 1 year).  Offers online purchasing through a portal for individuals and a separate portal for agents to manage their accounts.",Service-based,Not found,Insurance,Not found,Not found,Not found,Georgia,Not found,24 I. Mosashvili st.,0162,Tbilisi,Georgia,Not found,info@tpl.ge,+995 322 301111
https://www.concentrix.com/,Concentrix Corporation,"Concentrix helps leading organizations modernize technology, transform experiences, and solve business challenges.  They use AI and data expertise to power enterprise-wide transformation and performance, offering services in strategy & design, data & analytics, enterprise technology, and digital operations across various industries.",Service-based,Enterprise,"IT Services, Business Consulting",Not found,Not found,Not found,Global,Not found,Not found,Not found,Not found,Not found,Not found,Not found,-2129
https://www.c-vm.com/,CONCEPT Vermögensmanagement GmbH & Co. KG,"Independent asset manager providing wealth management services for medium-sized businesses, private individuals, and foundations.  They offer comprehensive and independent asset management since 1997.",Service-based,Not found,Finance,Not found,Not found,Not found,Germany (Bielefeld),Not found,Welle 15,33602,Bielefeld,Germany,Not found,info@c-vm.com,+49 521 925 99 70
https://www.condor-versicherungen.de/,Condor Versicherungen,"Condor Versicherungen offers insurance products such as life and pension insurance, disability insurance, and employee pension plans.  They focus on providing modern and understandable investment strategies and  promote sustainability.",Service-based,Enterprise,Insurance,Not found,Not found,Not found,Not found,R+V Versicherungsgruppe,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://confiancia.be/de/fiduciaire/confiancia-luxemburg/,CONFIANCIA Luxemburg,"CONFIANCIA Luxemburg is a firm offering accounting, tax consulting, business consulting, and company succession planning services.  They also assist with business startups and digitalization of accounting. The firm was founded in 2019 through the acquisition of the Luxembourg branch of Euro-Consult GmbH and the trust company Accon Solutions.",Service-based,SMB,"Financial Services, Accounting, Consulting",Not found,Not found,Not found,"Luxembourg, Belgium",Not found,"33, Gruuss-Strooss",L-9991,Weiswampach,Luxembourg,Not found,lux@confiancia.lu,+352 2695 7249
https://confiancia.be/,Confiancia,"Confiancia is a network of 5 fiduciary companies offering accounting, tax, and management consulting, business transmission, and succession planning services in Belgium and Luxembourg.",Service-based,SMB,Accounting and Financial Services,Not found,Not found,Not found,"Belgium, Luxembourg",Not found,"Major Long Straße, 15",4780,Sankt Vith,Belgium,Not found,st.vith@confiancia.be,+32 (0)80 22 18 80
https://conrenfonds.com/ueberblick-conren-fonds/conren-fortune-sicav/,CONREN Fortune,"CONREN Fortune is a global diversified ""Multi-Assets"" portfolio consisting of liquid securities: liquidity, bonds, equities, and precious metals.  It's actively managed and invests primarily in individual securities, with up to 10% potentially allocated to ETFs and active funds focused on niche themes, sectors, or regions.  The fund is actively managed and can be subscribed to or sold daily.",Service-based,Not found,"Finance, Investment Management",Not found,Not found,Not found,"Switzerland, Luxembourg",Not found,Tödistrasse 5,8002,Zürich,Switzerland,Not found,info (AT) conrenfonds (PUNKT) com,Not found
https://www.conservatrix.nl/,Conservatrix N.V.,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
http://www.contact.com.mt/,Contact Advisory Services Ltd.,"A Malta Corporate Service Provider committed to solving unique business challenges in Malta's business sector. They offer customized services, building enduring partnerships based on trust and shared success.",Service-based,SMB,"Corporate Services, Business Consulting",Not found,Not found,Not found,Malta,Not found,"170, Pater House, Psaila street",BKR 9077,Birkirkara,Malta,Not found,info@contact.com.mt,+356 2757 7000
https://convera.com/,"Convera Holdings, LLC","Convera provides global payment solutions, risk management, and cash flow management services for businesses and students, facilitating international transactions and helping navigate the complexities of global commerce.",Service-based,Enterprise,"Financial Services, Fintech",Not found,Not found,Not found,"Global presence with offices in Australia, Austria, Belgium, Canada, Czechia, France, Germany, Hong Kong, Italy, Japan, Luxembourg, Malta, Netherlands, New Zealand, Poland, Singapore, Spain, Switzerland, United Kingdom, United States.",Not found,Not found,Not found,Not found,Not found,$170B+ USD equivalent turnover in 2023,Not found,Not found
https://convera.com/,"Convera Holdings, LLC","Convera provides global payment solutions, risk management, and cash flow management services for businesses and students, helping them navigate the complexities of global commerce and manage currency risk.",Service-based,Enterprise,Finance,Not found,Not found,Not found,Global (200+ countries and territories served),Not found,Not found,Not found,Not found,Not found,$170B+ USD equivalent turnover in 2023,Not found,Not found
https://www.convotis.com/en/calligo-luxembourg-psf-s-a-as-the-newest-member-of-convotis-group/,CONVOTIS (Luxembourg) PSF S.A,"CONVOTIS provides cloud solutions and managed IT services, specializing in data privacy and analytics, with a focus on compliance and security in regulated industries.  They offer a wide range of technology services including CloudCore platform and managed IT services.",Service-based,Enterprise,IT Services,Not found,Not found,Not found,"Luxembourg, Europe",CONVOTIS Group,Not found,Not found,Not found,Luxembourg,Not found,info@convotis.com,Not found
https://www.corner.ch/en/,Cornèr Banca SA,"Cornèr Banca SA is a Swiss private banking group offering a full range of financial products and services to private, business, and institutional clients.  They provide services such as portfolio management, loans, structured products, and business solutions.",Service-based,Enterprise,Finance,Not found,Not found,Not found,Switzerland,Not found,Not found,Not found,Not found,Switzerland,Cornèr Bank Ltd was ranked second in Switzerland for its capital strength by «The Banker TOP 1000 World Banks 2024».,Not found,Not found
https://crealogix.com/en/home,CREALOGIX AG,CREALOGIX is a Swiss-based software company specializing in digital banking and wealth management solutions. They offer services to help financial organizations enhance customer experience and provide innovative digital solutions.,Product-based,Enterprise,Finance,"LGT, Credit Suisse",Not found,Not found,Switzerland,Not found,Not found,Not found,Not found,Switzerland,Not found,Not found,Not found
https://creditoman.om/,Credit Oman SAOC,"Credit Oman is a leading credit insurer in Oman, facilitating domestic and export trade and contributing to Oman's economic development.  They provide various trade credit insurance products for companies in Oman, protecting their cash flow and enabling growth in both domestic and international markets. They also work with banks and financial institutions.",Service-based,Enterprise,"Finance, Insurance",Not found,Not found,Not found,"Oman, regional and international markets",Not found,"P. O. Box 2031, CPO",111,Not found,Sultanate of Oman,"The volume of sales insured by Oman Credit has increased by about 33 percent compared to last year, amounting to more than 106 million Omani riyals",info@creditoman.om,+968 24 346666
https://www.credit-suisse.com/ch/en.html,UBS,"UBS provides financial services including wealth management, investment banking, and asset management to private, corporate, and institutional clients globally.  They offer a range of products and services such as accounts, cards, payment transactions, mortgages, pensions, and investments.",Service-based,Top-Tier,Finance,Not found,Not found,Not found,"Switzerland, globally",Not found,Not found,Not found,Not found,Switzerland,Not found,Not found,Not found
https://creditdevice.com/en/,CreditDevice,"CreditDevice is a credit information provider offering advanced and integrated software solutions for complete credit management in the Netherlands.  Their software helps businesses avoid financial pitfalls, manage credit efficiently, and improve receivables management.","SaaS provider, product-based",Enterprise,"FinTech, Credit Management Software","Barentz, VDL Groep, Gebrs Roskam bv",Not found,Not found,Netherlands,Not found,Rudolf Tappenbeckweg 4,2202 CD,Noordwijk,Netherlands,Not found,info@creditdevice.com,+31 71 36 400 60
https://www.creditreform.com/en/contact/creditreform-luxemburg,Creditreform Luxembourg S.A.,"Creditreform Luxembourg S.A. provides credit risk reduction services to companies, offering integrated system solutions, online access to company reports, risk analysis, score cards, payment experience exchange pools, and debt collection services in Luxembourg and globally.","Service-based, Product-based (CrefoScore, CrefoSprint)",Enterprise,"Financial Services, Credit Reporting, Debt Collection",Not found,Not found,Not found,"Luxembourg, Europe (29 countries mentioned)",Creditreform Group,"50, Rue Gabriel Lippmann",6905,Niederanven,Luxembourg,Not found,info@creditreform.lu,+352 263 46 0
https://www.crescendo.ai/,Crescendo,"Crescendo provides an AI-driven customer service platform that combines AI technology with human expertise to improve customer engagement and reduce costs.  Their omnichannel platform automates, resolves, and scales customer support, offering features like conversational AI, human-in-the-loop support, insights & reporting, and seamless application integrations.",SaaS,Enterprise,"Customer Service, AI, Technology","Webconnex, Rio, Nano",Not found,General Catalyst,Not found,Not found,201 Spear Street,94105,San Francisco,CA,Not found,info@crescendo.ai,+1 (888) 410-8077
https://www.crestfos.com/service/private-funds-2/,Crestbridge,"Crestbridge provides fiduciary and family office services, including company incorporation, trust administration, governance services, and support for luxury assets and private funds.  They emphasize a tailored approach, working closely with families and advisors to manage structures efficiently and meet evolving needs.",Service-based,Enterprise,"Financial Services, Family Office Services",Not found,Not found,Not found,"Not found, but mentions Americas",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
https://crosig.hr/,Croatia osiguranje d.d.,"Croatia osiguranje is a leading insurance company in Croatia that has been providing security to its clients for 140 years with its knowledge and experience. They offer various insurance packages, including home, health, travel, and life insurance, with a focus on providing easy claims processes and a user-friendly mobile application.",Service-based,Enterprise,Insurance,Not found,Not found,Not found,Croatia,Not found,Not found,Not found,Not found,Croatia,Not found,Not found,072 00 1884
